submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
5/30/21,NV,"324,004","324,004",0,128,0,"5,586",,,0,0,5/31/21 13:43,Agree,
5/30/21,ID,"192,056","153,686","38,370",22,14,"2,090","1,822",268,0,0,5/31/21 13:43,Agree,Agree
5/30/21,MI,"996,520","892,039","104,481",261,25,"20,580","19,357","1,223",31,2,5/31/21 0:00,Agree,Agree
5/30/21,NH,"98,726",,,27,5,"1,353",,,1,1,5/31/21 13:43,Not agree,Not agree
5/30/21,CA,"3,684,388","3,684,388",0,"1,079",0,"62,006","62,006",0,7,0,6/1/21 0:00,Agree,Agree
5/30/21,CT,"347,451","318,147","29,304",55,12,"8,238","6,777","1,461",0,0,5/31/21 13:43,Agree,Agree
5/30/21,VI,"3,454",,,4,0,27,,,0,0,5/31/21 13:43,,
5/30/21,NC,"993,565","851,278","142,287",479,128,"13,444","11,858","1,586",8,1,5/30/21 0:00,Agree,Agree
5/30/21,ME,"67,780","49,647","18,133",42,11,825,797,28,0,0,5/31/21 13:43,Agree,Agree
5/30/21,KY,"456,920","343,721","113,199",126,34,"7,717","6,888",829,8,0,6/1/21 0:00,Agree,Agree
5/30/21,WY,"60,252","50,767","9,485",54,19,719,719,0,0,0,5/31/21 13:43,Agree,Agree
5/30/21,FSM,1,1,0,0,0,0,0,0,0,0,5/31/21 13:43,Agree,Agree
5/30/21,VA,"675,538","525,569","149,969",146,24,"11,186","9,439","1,747",13,3,5/31/21 13:43,Agree,Agree
5/30/21,LA,"471,173",,,244,38,"10,576","9,596",980,0,0,5/31/21 13:43,Not agree,Agree
5/30/21,MN,"601,384",,,279,49,"7,519","7,016",503,8,0,5/31/21 13:43,N/A,Agree
5/30/21,AZ,"881,089","814,902","66,187",623,374,"17,628","15,684","1,944",0,0,5/31/21 13:43,Agree,Agree
5/30/21,DC,"48,948",,,25,0,"1,132",,,0,0,5/31/21 13:43,,
5/30/21,FL,"2,279,619",,,"1,292",223,"37,400",,,34,2,5/30/21 0:00,Not agree,Not agree
5/30/21,OK,"453,172","357,630","95,542",78,7,"7,316","6,232","1,084",18,3,5/31/21 13:43,Agree,Agree
5/30/21,NYC,"949,332","782,952","166,380",262,55,"33,234","28,159","5,075",13,1,5/28/21 0:00,Agree,Agree
5/30/21,UT,"406,027","406,027",0,176,0,"2,301","2,231",70,0,0,5/31/21 13:43,Agree,Agree
5/30/21,HI,"35,008",,,119,0,497,,,1,0,5/31/21 13:43,Not agree,Not agree
5/30/21,PR,"139,880","122,839","17,041",66,26,"2,493","2,140",353,2,0,5/30/21 0:00,Agree,Agree
5/30/21,GA,"1,123,604","895,894","227,710",261,61,"20,837","18,068","2,769",0,0,5/31/21 13:43,Agree,Agree
5/30/21,NY,"1,150,933",,,528,0,"19,770",,,11,0,5/31/21 13:43,Not agree,Not agree
5/30/21,PA,"1,207,733","1,012,372","195,361",485,86,"27,209",,,6,5,5/30/21 0:00,Agree,Not agree
5/30/21,NM,"203,039",,,109,0,"4,259",,,0,0,6/1/21 0:00,N/A,Not agree
5/29/21,PR,"139,814","122,799","17,015",111,33,"2,491","2,138",353,1,0,5/29/21 0:00,Agree,Agree
5/29/21,MA,"706,783","660,969","45,814",224,21,"17,868","17,504",364,14,5,5/30/21 13:32,Agree,Agree
5/29/21,GA,"1,123,343","895,694","227,649",632,191,"20,837","18,068","2,769",17,1,5/30/21 13:32,Agree,Agree
5/29/21,AK,"67,429",,,26,0,362,,,0,0,5/30/21 13:32,N/A,N/A
5/29/21,PW,0,,,0,0,0,,,0,0,5/30/21 13:32,,
5/29/21,TX,"2,943,316",,,"1,081",222,"50,883",,,17,0,5/31/21 0:00,Not agree,Not agree
5/29/21,AR,"341,290",,,160,57,"5,830",,,0,0,5/30/21 13:32,Not agree,Not agree
5/29/21,NM,"202,930",,,109,0,"4,259",,,0,0,5/31/21 0:00,N/A,Not agree
5/29/21,SD,"124,171",,,9,0,"2,010","1,635",375,0,0,5/30/21 13:32,N/A,Agree
5/29/21,IA,"371,331",,,105,25,"6,055",,,2,2,5/30/21 13:32,Not agree,Not agree
5/29/21,OH,"1,101,557","922,126","179,431",585,127,"19,861","19,861",0,0,0,5/30/21 13:32,Agree,Agree
5/29/21,MS,"317,955","194,671","123,284",82,32,"7,411","5,112","2,299",2,1,5/31/21 0:00,Agree,Agree
5/29/21,NV,"323,876","323,876",0,128,0,"5,586",,,0,0,5/30/21 13:32,Agree,
5/29/21,IL,"1,381,063","1,381,063",0,802,0,"25,166","22,776","2,390",39,2,5/30/21 13:32,Agree,Agree
5/29/21,MD,"459,528",,,185,0,"9,658","9,444",214,6,0,5/31/21 0:00,N/A,Agree
5/29/21,ND,"109,935","100,974","8,961",20,3,"1,512",,,0,0,5/30/21 13:32,Agree,Not agree
5/29/21,NH,"98,699",,,49,2,"1,352",,,1,0,5/30/21 13:32,Not agree,Not agree
5/29/21,MI,"996,259","891,803","104,456",329,45,"20,549","19,328","1,221",26,0,5/30/21 0:00,Agree,Agree
5/29/21,NC,"993,086","850,927","142,159",697,152,"13,436","11,851","1,585",8,2,5/29/21 0:00,Agree,Agree
5/29/21,MO,"599,382",,,255,71,"9,080",,,0,0,5/30/21 13:32,Not agree,Not agree
5/29/21,SC,"592,428","489,864","102,564",310,118,"9,686",,,4,0,5/29/21 0:00,Agree,Not agree
5/29/21,VA,"675,392","525,447","149,945",227,39,"11,173","9,429","1,744",13,2,5/30/21 13:32,Agree,Agree
5/29/21,LA,"470,929",,,244,38,"10,576","9,596",980,0,0,5/30/21 13:32,Not agree,Agree
5/29/21,WY,"60,198","50,732","9,466",54,19,719,719,0,0,0,5/30/21 13:32,Agree,Agree
5/29/21,KY,"456,794","343,629","113,165",274,110,"7,709","6,880",829,6,1,5/31/21 0:00,Agree,Agree
5/29/21,NJ,"1,015,889","887,306","128,583",255,65,"26,201","23,531","2,670",16,0,5/30/21 13:32,Agree,Agree
5/29/21,MN,"601,105",,,338,50,"7,511","7,008",503,10,0,5/30/21 13:32,N/A,Agree
5/29/21,FSM,1,1,0,0,0,0,0,0,0,0,5/30/21 13:32,Agree,Agree
5/29/21,OR,"201,004","201,004",0,372,0,"2,666","2,666",0,1,0,5/30/21 13:32,Agree,Agree
5/29/21,NE,"223,477",,,12,0,"2,249",,,0,0,5/31/21 0:00,Not agree,Not agree
5/29/21,WI,"674,141","609,913","64,228",138,12,"7,830","7,053",777,0,0,5/30/21 13:32,Agree,Agree
5/29/21,ME,"67,738","49,616","18,122",87,29,825,797,28,0,0,5/30/21 13:32,Agree,Agree
5/29/21,CA,"3,683,309","3,683,309",0,"1,210",0,"61,999","61,999",0,-26,0,5/31/21 0:00,Agree,Agree
5/29/21,VI,"3,450",,,4,0,27,,,0,0,5/30/21 13:32,,
5/29/21,MT,"111,785","101,221","10,564",67,10,"1,613","1,613",0,1,0,5/30/21 13:32,Agree,Agree
5/29/21,AL,"543,105","419,447","123,658",130,31,"11,378","9,088","2,290",5,2,5/31/21 0:00,Agree,Agree
5/29/21,WA,"435,849",,,"1,066",155,"5,765",,,0,0,5/30/21 13:32,N/A,N/A
5/29/21,ID,"192,034","153,678","38,356",22,14,"2,090","1,822",268,0,0,5/30/21 13:32,Agree,Agree
5/29/21,DE,"108,800","101,337","7,463",48,8,"1,661","1,519",142,1,0,5/31/21 0:00,Agree,Agree
5/29/21,VT,"22,648",,,10,0,248,,,0,0,5/31/21 0:00,Not agree,Not agree
5/29/21,GU,"8,164",,,4,0,139,,,0,0,5/30/21 13:32,Not agree,Not agree
5/29/21,IN,"743,338",,,428,0,"13,596","13,180",416,18,0,5/29/21 0:00,Not agree,Agree
5/29/21,CT,"347,396","318,104","29,292",55,12,"8,238","6,777","1,461",0,0,5/30/21 13:32,Agree,Agree
5/29/21,AZ,"880,466","814,653","65,813",557,69,"17,628","15,684","1,944",19,-2,5/30/21 13:32,Agree,Agree
5/29/21,DC,"48,923",,,25,0,"1,132",,,0,0,5/30/21 13:32,,
5/29/21,RI,"151,266",,,46,0,"2,716",,,0,0,1/28/22 14:09,Not agree,N/A
5/29/21,FL,"2,278,327",,,"1,446",287,"37,366",,,39,4,5/29/21 0:00,Not agree,Not agree
5/29/21,OK,"453,094","357,559","95,535",139,22,"7,298","6,217","1,081",1,0,5/30/21 13:32,Agree,Agree
5/29/21,WV,"161,429","126,238","35,191",142,50,"2,792",,,0,0,5/30/21 13:32,Agree,Not agree
5/29/21,MP,183,183,0,0,0,2,2,0,0,0,5/31/21 0:00,Agree,Agree
5/29/21,AS,0,,,0,0,0,,,0,0,5/30/21 13:32,,
5/29/21,UT,"405,851","405,851",0,192,0,"2,301","2,231",70,4,0,5/30/21 13:32,Agree,Agree
5/29/21,KS,"314,102","253,590","60,512",105,0,"5,076",,,0,0,5/30/21 13:32,Agree,N/A
5/29/21,HI,"34,889",,,45,3,496,,,1,0,5/30/21 13:32,Not agree,Not agree
5/29/21,NYC,"949,070","782,745","166,325",322,73,"33,221","28,147","5,074",10,0,5/27/21 0:00,Agree,Agree
5/29/21,CO,"548,457","510,402","38,055",558,47,"6,576","5,799",777,24,2,5/29/21 0:00,Agree,Agree
5/29/21,PA,"1,207,248","1,011,973","195,275",782,206,"27,203",,,16,-39,5/29/21 0:00,Agree,Not agree
5/29/21,RMI,4,4,0,0,0,0,0,0,0,0,5/30/21 13:32,Agree,Agree
5/29/21,TN,"859,014","708,818","150,196",317,73,"12,444","10,008","2,436",3,1,5/28/21 0:00,Agree,Agree
5/29/21,NY,"1,150,405",,,532,0,"19,759",,,6,0,5/30/21 13:32,Not agree,Not agree
5/28/21,AS,0,,,0,0,0,,,0,0,5/29/21 13:33,,
5/28/21,WV,"161,287","126,146","35,141",241,74,"2,792",,,0,0,5/29/21 13:33,Agree,Not agree
5/28/21,TX,"2,942,235",,,"2,032",519,"50,866",,,29,0,5/30/21 0:00,Not agree,Not agree
5/28/21,AR,"341,130",,,214,92,"5,830",,,1,0,5/29/21 13:33,Not agree,Not agree
5/28/21,UT,"405,659","405,659",0,272,0,"2,297","2,227",70,3,0,5/29/21 13:33,Agree,Agree
5/28/21,NYC,"948,748","782,496","166,252",312,73,"33,211","28,137","5,074",8,1,5/26/21 0:00,Agree,Agree
5/28/21,MA,"706,559","660,766","45,793",287,34,"17,854","17,495",359,4,0,5/29/21 13:33,Agree,Agree
5/28/21,GA,"1,122,711","895,253","227,458",545,184,"20,820","18,052","2,768",46,15,5/29/21 13:33,Agree,Agree
5/28/21,SD,"124,162",,,57,19,"2,010","1,635",375,6,2,5/29/21 13:33,N/A,Agree
5/28/21,TN,"858,697","708,574","150,123",394,127,"12,441","10,006","2,435",13,0,5/27/21 0:00,Agree,Agree
5/28/21,NM,"202,821",,,123,0,"4,259",,,6,0,5/30/21 0:00,N/A,Not agree
5/28/21,NY,"1,149,873",,,547,0,"19,753",,,11,0,5/29/21 13:33,Not agree,Not agree
5/28/21,MT,"111,718","101,164","10,554",95,6,"1,612","1,612",0,2,0,5/29/21 13:33,Agree,Agree
5/28/21,GU,"8,160",,,4,0,139,,,0,0,5/29/21 13:33,Not agree,Not agree
5/28/21,MI,"995,930","891,519","104,411",459,81,"20,523","19,302","1,221",34,1,5/29/21 0:00,Agree,Agree
5/28/21,VI,"3,446",,,4,0,27,,,0,0,5/29/21 13:33,,
5/28/21,NC,"992,389","850,382","142,007",738,203,"13,428","11,845","1,583",5,0,5/28/21 0:00,Agree,Agree
5/28/21,NE,"223,465",,,45,0,"2,249",,,0,0,5/30/21 0:00,Not agree,Not agree
5/28/21,ME,"67,651","49,558","18,093",107,30,825,797,28,0,0,5/29/21 13:33,Agree,Agree
5/28/21,IN,"742,910",,,557,0,"13,578","13,162",416,12,0,5/28/21 0:00,Not agree,Agree
5/28/21,IL,"1,380,261","1,380,261",0,982,0,"25,127","22,739","2,388",26,5,5/29/21 13:33,Agree,Agree
5/28/21,WY,"60,144","50,697","9,447",96,20,719,719,0,0,0,5/29/21 13:33,Agree,Agree
5/28/21,VA,"675,165","525,259","149,906",322,125,"11,160","9,418","1,742",4,2,5/29/21 13:33,Agree,Agree
5/28/21,FSM,1,1,0,0,0,0,0,0,0,0,5/29/21 13:33,Agree,Agree
5/28/21,OR,"200,632","200,632",0,422,0,"2,665","2,665",0,5,0,5/29/21 13:33,Agree,Agree
5/28/21,NJ,"1,015,634","887,116","128,518",266,52,"26,185","23,515","2,670",12,0,5/29/21 13:33,Agree,Agree
5/28/21,RI,"151,220",,,37,0,"2,716",,,1,0,1/28/22 14:09,Not agree,N/A
5/28/21,SC,"592,118","489,672","102,446",395,135,"9,682",,,17,6,5/28/21 0:00,Agree,Not agree
5/28/21,WI,"674,003","609,787","64,216",265,39,"7,830","7,053",777,16,3,5/29/21 13:33,Agree,Agree
5/28/21,MD,"459,343",,,248,0,"9,652","9,438",214,10,0,5/30/21 0:00,N/A,Agree
5/28/21,MO,"599,127",,,459,167,"9,080",,,-1,0,5/29/21 13:33,Not agree,Not agree
5/28/21,NV,"323,748","323,748",0,267,0,"5,586",,,8,0,5/29/21 13:33,Agree,
5/28/21,CA,"3,682,099","3,682,099",0,"4,864",0,"62,025","62,025",0,170,0,5/30/21 0:00,Agree,Agree
5/28/21,ND,"109,915","100,957","8,958",46,21,"1,512",,,0,0,5/29/21 13:33,Agree,Not agree
5/28/21,MS,"317,873","194,621","123,252",155,82,"7,409","5,111","2,298",1,0,5/30/21 0:00,Agree,Agree
5/28/21,ID,"192,012","153,670","38,342",135,23,"2,090","1,822",268,0,0,5/29/21 13:33,Agree,Agree
5/28/21,DE,"108,752","101,297","7,455",104,15,"1,660","1,518",142,0,0,5/30/21 0:00,Agree,Agree
5/28/21,AL,"542,975","419,348","123,627",229,64,"11,373","9,085","2,288",2,0,5/30/21 0:00,Agree,Agree
5/28/21,NH,"98,650",,,37,12,"1,351",,,2,0,5/29/21 13:33,Not agree,Not agree
5/28/21,CT,"347,341","318,061","29,280",204,35,"8,238","6,777","1,461",8,2,5/29/21 13:33,Agree,Agree
5/28/21,WA,"434,783",,,967,147,"5,765",,,11,0,5/29/21 13:33,N/A,N/A
5/28/21,VT,"22,638",,,7,1,248,,,0,0,5/30/21 0:00,Not agree,Not agree
5/28/21,AZ,"879,909","814,165","65,744",807,102,"17,609","15,663","1,946",15,-3,5/29/21 13:33,Agree,Agree
5/28/21,LA,"470,685",,,354,105,"10,576","9,596",980,6,2,5/29/21 13:33,Not agree,Agree
5/28/21,KY,"456,520","343,465","113,055",292,101,"7,703","6,875",828,5,0,5/30/21 0:00,Agree,Agree
5/28/21,DC,"48,898",,,54,0,"1,132",,,0,0,5/29/21 13:33,,
5/28/21,MN,"600,767",,,359,55,"7,501","6,998",503,5,0,5/29/21 13:33,N/A,Agree
5/28/21,CO,"547,899","509,891","38,008",687,72,"6,552","5,777",775,7,0,5/28/21 0:00,Agree,Agree
5/28/21,AK,"67,403",,,46,0,362,,,0,0,5/29/21 13:33,N/A,N/A
5/28/21,PW,0,,,0,0,0,,,0,0,5/29/21 13:33,,
5/28/21,MP,183,183,0,0,0,2,2,0,0,0,5/30/21 0:00,Agree,Agree
5/28/21,OK,"452,955","357,442","95,513",178,48,"7,297","6,216","1,081",2,0,5/29/21 13:33,Agree,Agree
5/28/21,PR,"139,703","122,721","16,982",104,35,"2,490","2,137",353,5,1,5/28/21 0:00,Agree,Agree
5/28/21,KS,"313,997","253,485","60,512",277,81,"5,076",,,9,-1,5/29/21 13:33,Agree,N/A
5/28/21,FL,"2,276,881",,,"1,979",502,"37,327",,,42,3,5/28/21 0:00,Not agree,Not agree
5/28/21,HI,"34,844",,,37,0,495,,,0,0,5/29/21 13:33,Not agree,Not agree
5/28/21,RMI,4,4,0,0,0,0,0,0,0,0,5/29/21 13:33,Agree,Agree
5/28/21,OH,"1,100,972","921,668","179,304",660,191,"19,861","19,861",0,108,0,5/29/21 13:33,Agree,Agree
5/28/21,PA,"1,206,466","1,011,397","195,069",980,325,"27,187",,,24,14,5/28/21 0:00,Agree,Not agree
5/28/21,IA,"371,226",,,88,19,"6,053",,,6,6,5/29/21 13:33,Not agree,Not agree
5/27/21,NYC,"948,436","782,257","166,179",394,95,"33,203","28,130","5,073",6,0,5/25/21 0:00,Agree,Agree
5/27/21,KS,"313,720","253,289","60,431",0,0,"5,067",,,0,0,5/28/21 13:29,Agree,N/A
5/27/21,AK,"67,357",,,40,0,362,,,0,0,5/28/21 13:29,N/A,N/A
5/27/21,PW,0,,,0,0,0,,,0,0,5/28/21 13:29,,
5/27/21,AS,0,,,0,0,0,,,0,0,5/28/21 13:29,,
5/27/21,TX,"2,940,203",,,"1,289",304,"50,837",,,29,0,5/29/21 0:00,Not agree,Not agree
5/27/21,UT,"405,387","405,387",0,309,0,"2,294","2,224",70,2,0,5/28/21 13:29,Agree,Agree
5/27/21,TN,"858,303","708,307","149,996",496,131,"12,428","9,993","2,435",22,9,5/26/21 0:00,Agree,Agree
5/27/21,RMI,4,4,0,0,0,0,0,0,0,0,5/28/21 13:29,Agree,Agree
5/27/21,OH,"1,100,312","921,199","179,113",732,196,"19,753","19,753",0,0,0,5/28/21 13:29,Agree,Agree
5/27/21,GU,"8,156",,,2,0,139,,,0,0,5/28/21 13:29,Not agree,Not agree
5/27/21,CT,"347,137","317,892","29,245",157,35,"8,230","6,771","1,459",3,2,5/28/21 13:29,Agree,Agree
5/27/21,VI,"3,442",,,22,0,27,,,0,0,5/28/21 13:29,,
5/27/21,MO,"598,668",,,641,214,"9,081",,,6,0,5/28/21 13:29,Not agree,Not agree
5/27/21,VT,"22,631",,,19,3,248,,,0,0,5/29/21 0:00,Not agree,Not agree
5/27/21,WA,"433,816",,,"1,605",149,"5,754",,,13,0,5/29/21 0:00,N/A,N/A
5/27/21,ID,"191,877","153,558","38,319",139,30,"2,090","1,822",268,2,0,5/28/21 13:29,Agree,Agree
5/27/21,ND,"109,869","100,932","8,937",49,6,"1,512",,,2,0,5/28/21 13:29,Agree,Not agree
5/27/21,MT,"111,623","101,075","10,548",169,59,"1,610","1,610",0,3,0,5/28/21 13:29,Agree,Agree
5/27/21,CA,"3,677,235","3,677,235",0,"1,418",0,"61,855","61,855",0,31,0,5/29/21 0:00,Agree,Agree
5/27/21,AL,"542,746","419,183","123,563",233,88,"11,371","9,083","2,288",7,0,5/29/21 0:00,Agree,Agree
5/27/21,MN,"600,408",,,499,92,"7,496","6,993",503,10,0,5/28/21 13:29,N/A,Agree
5/27/21,RI,"151,183",,,82,0,"2,715",,,1,0,1/28/22 14:09,Not agree,N/A
5/27/21,OR,"200,210","200,210",0,426,0,"2,660","2,660",0,21,0,5/28/21 13:29,Agree,Agree
5/27/21,AZ,"879,102","813,460","65,642",764,46,"17,594","15,645","1,949",18,-2,5/28/21 13:29,Agree,Agree
5/27/21,WY,"60,048","50,621","9,427",87,22,719,719,0,0,0,5/28/21 13:29,Agree,Agree
5/27/21,FSM,1,1,0,0,0,0,0,0,0,0,5/28/21 13:29,Agree,Agree
5/27/21,DC,"48,844",,,22,0,"1,132",,,1,0,5/28/21 13:29,,
5/27/21,MS,"317,718","194,548","123,170",128,48,"7,408","5,110","2,298",5,2,5/29/21 0:00,Agree,Agree
5/27/21,NH,"98,613",,,143,83,"1,349",,,3,1,5/28/21 13:29,Not agree,Not agree
5/27/21,IL,"1,379,279","1,379,279",0,891,0,"25,101","22,718","2,383",44,2,5/28/21 13:29,Agree,Agree
5/27/21,NV,"323,481","323,481",0,232,0,"5,578",,,8,0,5/28/21 13:29,Agree,
5/27/21,MI,"995,471","891,141","104,330",497,95,"20,489","19,269","1,220",18,0,5/28/21 0:00,Agree,Agree
5/27/21,MD,"459,095",,,217,0,"9,642","9,428",214,9,0,5/29/21 0:00,N/A,Agree
5/27/21,IN,"742,353",,,656,0,"13,566","13,150",416,19,0,5/27/21 0:00,Not agree,Agree
5/27/21,NE,"223,420",,,66,0,"2,249",,,0,0,5/29/21 0:00,Not agree,Not agree
5/27/21,DE,"108,648","101,208","7,440",68,13,"1,660","1,518",142,0,0,5/29/21 0:00,Agree,Agree
5/27/21,NC,"991,651","849,847","141,804",891,192,"13,423","11,840","1,583",8,0,5/27/21 0:00,Agree,Agree
5/27/21,WI,"673,738","609,561","64,177",350,78,"7,814","7,040",774,49,12,5/28/21 13:29,Agree,Agree
5/27/21,ME,"67,544","49,481","18,063",128,48,825,797,28,0,0,5/28/21 13:29,Agree,Agree
5/27/21,LA,"470,331",,,467,129,"10,570","9,592",978,8,0,5/28/21 13:29,Not agree,Agree
5/27/21,NJ,"1,015,368","886,902","128,466",394,77,"26,173","23,503","2,670",14,0,5/28/21 13:29,Agree,Agree
5/27/21,SC,"591,723","489,412","102,311",396,181,"9,665",,,3,1,5/27/21 0:00,Agree,Not agree
5/27/21,KY,"456,228","343,274","112,954",337,111,"7,698","6,870",828,5,1,5/29/21 0:00,Agree,Agree
5/27/21,VA,"674,843","525,062","149,781",404,111,"11,156","9,416","1,740",4,3,5/28/21 13:29,Agree,Agree
5/27/21,CO,"547,212","509,276","37,936",755,82,"6,545","5,770",775,14,2,5/27/21 0:00,Agree,Agree
5/27/21,PR,"139,599","122,652","16,947",133,40,"2,485","2,133",352,6,0,5/27/21 0:00,Agree,Agree
5/27/21,FL,"2,274,902",,,"2,310",644,"37,285",,,41,1,5/27/21 0:00,Not agree,Not agree
5/27/21,HI,"34,807",,,53,-2,495,,,2,0,5/28/21 13:29,Not agree,Not agree
5/27/21,MP,183,183,0,2,0,2,2,0,0,0,5/29/21 0:00,Agree,Agree
5/27/21,MA,"706,272","660,513","45,759",245,30,"17,850","17,491",359,9,0,5/28/21 13:29,Agree,Agree
5/27/21,GA,"1,122,166","894,892","227,274",694,247,"20,774","18,021","2,753",39,4,5/28/21 13:29,Agree,Agree
5/27/21,OK,"452,777","357,312","95,465",144,4,"7,295","6,214","1,081",2,0,5/28/21 13:29,Agree,Agree
5/27/21,WV,"161,046","125,979","35,067",269,38,"2,792",,,4,1,5/28/21 13:29,Agree,Not agree
5/27/21,AR,"340,916",,,218,46,"5,829",,,2,0,5/28/21 13:29,Not agree,Not agree
5/27/21,IA,"371,138",,,102,22,"6,047",,,3,3,5/28/21 13:29,Not agree,Not agree
5/27/21,SD,"124,105",,,34,6,"2,004","1,631",373,0,0,5/28/21 13:29,N/A,Agree
5/27/21,PA,"1,205,486","1,010,742","194,744",937,186,"27,163",,,40,32,5/27/21 0:00,Agree,Not agree
5/27/21,NY,"1,149,326",,,631,0,"19,742",,,6,0,5/28/21 13:29,Not agree,Not agree
5/27/21,NM,"202,698",,,128,0,"4,253",,,5,1,5/29/21 0:00,N/A,Not agree
5/26/21,GA,"1,121,472","894,445","227,027",549,161,"20,735","17,986","2,749",36,12,5/27/21 13:41,Agree,Agree
5/26/21,PW,0,,,0,0,0,,,0,0,5/27/21 13:41,,
5/26/21,MP,181,181,0,0,0,2,2,0,0,0,5/28/21 0:00,Agree,Agree
5/26/21,UT,"405,078","405,078",0,268,0,"2,292","2,222",70,0,0,5/27/21 13:41,Agree,Agree
5/26/21,AS,0,,,0,0,0,,,0,0,5/27/21 13:41,,
5/26/21,TX,"2,938,914",,,"2,181",469,"50,808",,,32,0,5/28/21 0:00,Not agree,Not agree
5/26/21,AR,"340,698",,,183,71,"5,827",,,3,1,5/27/21 13:41,Not agree,Not agree
5/26/21,CO,"546,457","508,603","37,854",716,85,"6,531","5,758",773,11,1,5/26/21 0:00,Agree,Agree
5/26/21,MA,"706,027","660,298","45,729",429,47,"17,841","17,482",359,6,-1,5/27/21 13:41,Agree,Agree
5/26/21,PR,"139,466","122,559","16,907",173,60,"2,479","2,127",352,5,0,5/26/21 0:00,Agree,Agree
5/26/21,WV,"160,777","125,748","35,029",190,30,"2,788",,,6,2,5/27/21 13:41,Agree,Not agree
5/26/21,TN,"857,807","707,942","149,865",420,138,"12,406","9,980","2,426",6,1,5/25/21 0:00,Agree,Agree
5/26/21,RMI,4,4,0,0,0,0,0,0,0,0,5/27/21 13:41,Agree,Agree
5/26/21,NY,"1,148,695",,,590,0,"19,736",,,14,0,5/27/21 13:41,Not agree,Not agree
5/26/21,IA,"371,036",,,161,29,"6,044",,,5,5,5/27/21 13:41,Not agree,Not agree
5/26/21,AL,"542,513","419,038","123,475",347,150,"11,364","9,076","2,288",3,1,5/28/21 0:00,Agree,Agree
5/26/21,IL,"1,378,388","1,378,388",0,"1,139",0,"25,057","22,676","2,381",28,2,5/27/21 13:41,Agree,Agree
5/26/21,VT,"22,612",,,19,2,248,,,0,0,5/28/21 0:00,Not agree,Not agree
5/26/21,ME,"67,416","49,401","18,015",121,18,825,797,28,0,0,5/27/21 13:41,Agree,Agree
5/26/21,NH,"98,470",,,42,8,"1,346",,,2,0,5/27/21 13:41,Not agree,Not agree
5/26/21,NV,"323,249","323,249",0,227,0,"5,570",,,7,0,5/27/21 13:41,Agree,
5/26/21,NE,"223,354",,,46,0,"2,249",,,0,0,5/28/21 0:00,Not agree,Not agree
5/26/21,WA,"432,211",,,"1,794",203,"5,741",,,19,0,5/28/21 0:00,N/A,N/A
5/26/21,MD,"458,878",,,198,0,"9,633","9,419",214,8,0,5/28/21 0:00,N/A,Agree
5/26/21,DE,"108,580","101,153","7,427",75,18,"1,660","1,518",142,1,0,5/28/21 0:00,Agree,Agree
5/26/21,IN,"741,697",,,644,0,"13,547","13,131",416,5,0,5/26/21 0:00,Not agree,Agree
5/26/21,CT,"346,980","317,770","29,210",88,1,"8,227","6,770","1,457",6,1,5/27/21 13:41,Agree,Agree
5/26/21,CA,"3,675,817","3,675,817",0,"1,155",0,"61,824","61,824",0,54,0,5/28/21 0:00,Agree,Agree
5/26/21,LA,"469,864",,,419,144,"10,562","9,584",978,14,0,5/27/21 13:41,Not agree,Agree
5/26/21,AZ,"878,338","812,742","65,596",656,163,"17,576","15,625","1,951",7,3,5/27/21 13:41,Agree,Agree
5/26/21,RI,"151,101",,,73,0,"2,714",,,1,0,1/28/22 14:09,Not agree,N/A
5/26/21,SC,"591,327","489,197","102,130",290,139,"9,662",,,3,0,5/26/21 0:00,Agree,Not agree
5/26/21,NJ,"1,014,974","886,585","128,389",395,81,"26,159","23,489","2,670",35,10,5/27/21 13:41,Agree,Agree
5/26/21,FSM,1,1,0,0,0,0,0,0,0,0,5/27/21 13:41,Agree,Agree
5/26/21,ID,"191,738","153,449","38,289",192,42,"2,088","1,820",268,1,0,5/27/21 13:41,Agree,Agree
5/26/21,MT,"111,454","100,965","10,489",77,59,"1,607","1,607",0,1,0,5/27/21 13:41,Agree,Agree
5/26/21,MS,"317,590","194,468","123,122",156,66,"7,403","5,107","2,296",3,1,5/28/21 0:00,Agree,Agree
5/26/21,WI,"673,388","609,289","64,099",365,35,"7,765","7,003",762,5,0,5/27/21 13:41,Agree,Agree
5/26/21,GU,"8,154",,,11,1,139,,,0,0,5/27/21 13:41,Not agree,Not agree
5/26/21,MO,"598,027",,,660,294,"9,075",,,4,0,5/27/21 13:41,Not agree,Not agree
5/26/21,MI,"994,974","890,739","104,235",599,116,"20,471","19,251","1,220",35,1,5/27/21 0:00,Agree,Agree
5/26/21,NC,"990,760","849,148","141,612",888,277,"13,415","11,832","1,583",13,1,5/26/21 0:00,Agree,Agree
5/26/21,VI,"3,420",,,21,0,27,,,0,0,5/27/21 13:41,,
5/26/21,ND,"109,820","100,889","8,931",40,17,"1,510",,,1,0,5/27/21 13:41,Agree,Not agree
5/26/21,MN,"599,909",,,432,122,"7,486","6,983",503,12,0,5/27/21 13:41,N/A,Agree
5/26/21,OR,"199,784","199,784",0,393,0,"2,639","2,639",0,11,0,5/27/21 13:41,Agree,Agree
